"Name","DOI","pdf_link"
"PALTRIDGE NICHOLASG 2011 PLANT SOIL","10.1007/S11104-011-0859-Y","http://www.springerlink.com/index/pdf/10.1007/s11104-011-0859-y"
"ELIFANTZ HILA 2011 MICROB. ECOL.","10.1007/S00248-011-9867-Y","http://link.springer.com/content/pdf/10.1007/s00248-011-9867-y.pdf"
"ACTON PETERM 2011 ENVIRON. SCI. TECHNOL.","10.1021/ES202764Q","http://pubs.acs.org/doi/pdf/10.1021/es202764q"
"WADODKAR MILINDR 2011 J. INDIAN SOC. REMOTE SENS.","10.1007/S12524-011-0095-1","http://www.springerlink.com/index/pdf/10.1007/s12524-011-0095-1"
"DEEPAK  2011 AFR. J. AGRIC. RES.","10.5897/AJARX11.048","http://academicjournals.org/journal/AJAR/article-full-text-pdf/5DA202238422"
"STIRLING GR 2012 AUSTRAL. PLANT PATHOL.","10.1007/S13313-011-0096-0","http://www.springerlink.com/index/pdf/10.1007/s13313-011-0096-0"
"GAO YANG 2012 ENVIRON. EARTH SCI.","10.1007/S12665-011-1101-1","http://www.springerlink.com/index/pdf/10.1007/s12665-011-1101-1"
"SIDDIQUE KADAMBOTHM 2012 AGRON. SUSTAIN. DEV.","10.1007/S13593-011-0021-5","http://www.springerlink.com/index/pdf/10.1007/s13593-011-0021-5"
"SHEAHAN CM 2012 J. SUSTAIN. AGRIC.","10.1080/10440046.2011.627990","http://www.tandfonline.com/doi/pdf/10.1080/10440046.2011.627990"
"MITRA BIPLAB 2012 ARCH. AGRON. SOIL SCI.","10.1080/03650340.2010.512611","http://www.tandfonline.com/doi/pdf/10.1080/03650340.2010.512611"
"SAHRAWAT KANWARLAL 2012 ARCH. AGRON. SOIL SCI.","10.1080/03650340.2010.522993","http://www.tandfonline.com/doi/pdf/10.1080/03650340.2010.522993"
"SHUKLA SK 2012 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2012.656170","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2012.656170"
"LAUDICINA VITOARMANDO 2012 NA","10.1007/978-94-007-1591-2\_6","http://link.springer.com/content/pdf/10.1007/978-94-007-1591-2_6"
"CANIZALES-PAREDES N 2012 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2012.666303","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2012.666303"
"CHEN WEI 2012 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2012.684828","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2012.684828"
"MAPILA MATJ 2012 AGREKON","10.1080/03031853.2012.649534","http://www.tandfonline.com/doi/pdf/10.1080/03031853.2012.649534"
"SWAIN SC 2012 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2012.693233","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2012.693233"
"GARRETT KA 2012 CAN. J. PLANT PATHOL.","10.1080/07060661.2012.706832","http://www.tandfonline.com/doi/pdf/10.1080/07060661.2012.706832"
"YU YAN 2012 NA","10.4028/WWW.SCIENTIFIC.NET/AMR.393-395.1545","http://www.scientific.net/AMR.393-395.1545.pdf"
"DAVARI MR 2012 BIOL. AGRIC. HORTIC.","10.1080/01448765.2012.735005","http://www.tandfonline.com/doi/pdf/10.1080/01448765.2012.735005"
"ZHANG JING 2012 NA","10.4028/WWW.SCIENTIFIC.NET/AMR.599.865","http://www.scientific.net/AMR.599.865.pdf"
"BEHERA KAMBASKAKUMAR 2012 SUSTAIN. AGRIC. REV.","10.1007/978-94-007-1905-7\_12","http://www.springerlink.com/index/pdf/10.1007/978-94-007-1905-7_12"
"MIJANGOS IKER 2012 ENVIRON. SCI. ENG.","10.1007/978-3-642-21162-1\_15","http://www.springerlink.com/index/pdf/10.1007/978-3-642-21162-1_15"
"LEHMANN JOHANNES 2012 CARBON MANAG.","10.4155/CMT.11.72","http://www.tandfonline.com/doi/pdf/10.4155/cmt.11.72"
"DONN SUZANNE 2012 METHODS ECOL. EVOL.","10.1111/J.2041-210X.2011.00145.X","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.2041-210X.2011.00145.x"
"ROBINSON DA 2012 VADOSE ZONE J.","10.2136/VZJ2011.0051","https://dl.sciencesocieties.org/publications/vzj/pdfs/11/1/vzj2011.0051"
"SAIKIA SIDDHARTHAPROTEEM 2012 AFR. J. MICROBIOL. RES.","10.5897/AJMR11.019","http://academicjournals.org/journal/AJMR/article-full-text-pdf/6545B2727468"
"PRASANNA RADHA 2012 WORLD J. MICROBIOL. BIOTECHNOL.","10.1007/S11274-011-0926-9","http://www.springerlink.com/index/pdf/10.1007/s11274-011-0926-9"
"TAHMASBIAN IMAN 2012 AFR. J. MICROBIOL. RES.","10.5897/AJMR11.967","http://academicjournals.org/journal/AJMR/article-full-text-pdf/4E9B2C523239"
"ANJUM RESHMA 2012 ENVIRON. MONIT. ASSESS.","10.1007/S10661-011-2167-7","http://www.springerlink.com/index/pdf/10.1007/s10661-011-2167-7"
"LAKARIA BRIJLAL 2012 NATL. ACAD. SCI. LETT.-INDIA","10.1007/S40009-012-0040-Z","http://link.springer.com/content/pdf/10.1007/s40009-012-0040-z"
"PARIHAR CM 2012 AFR. J. MICROBIOL. RES.","10.5897/AJMR12.764","http://academicjournals.org/journal/AJMR/article-full-text-pdf/AE1FC0326308"
"KUMAR SANJEEV 2012 EXP. AGRIC.","10.1017/S0014479712000087","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0014479712000087"
"CHAKRABORTY SUKUMAR 2012 GLOB. CHANGE BIOL.","10.1111/J.1365-2486.2012.02667.X","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1365-2486.2012.02667.x"
"GAURI SAMIRANS 2012 APPL. MICROBIOL. BIOTECHNOL.","10.1007/S00253-012-4159-0","http://www.springerlink.com/index/pdf/10.1007/s00253-012-4159-0"
"GOMEZ-SAGASTI MARIAT 2012 WATER AIR SOIL POLLUT.","10.1007/S11270-012-1106-8","http://www.springerlink.com/index/pdf/10.1007/s11270-012-1106-8"
"CHAPARRO JACQUELINEM 2012 BIOL. FERTIL. SOILS","10.1007/S00374-012-0691-4","http://www.springerlink.com/index/pdf/10.1007/s00374-012-0691-4"
"SUJA GIRIJA 2012 AGRON. SUSTAIN. DEV.","10.1007/S13593-011-0058-5","http://www.springerlink.com/index/pdf/10.1007/s13593-011-0058-5"
"PAUNGFOO-LONHIENNE CHANYARAT 2012 PLANT SOIL","10.1007/S11104-012-1357-6","http://www.springerlink.com/index/pdf/10.1007/s11104-012-1357-6"
"LIEBEKE MANUEL 2012 METABOLOMICS","10.1007/S11306-011-0377-1","http://www.springerlink.com/index/pdf/10.1007/s11306-011-0377-1"
"COLLA P 2012 PHYTOPARASITICA","10.1007/S12600-012-0252-2","http://www.springerlink.com/index/pdf/10.1007/s12600-012-0252-2"
"MUTH JR 2012 J. ENVIRON. QUAL.","10.2134/JEQ2012.0067","https://dl.sciencesocieties.org/publications/jeq/pdfs/41/6/1796"
"SHEPPARD SC 2012 J. ENVIRON. QUAL.","10.2134/JEQ2012.0133","https://dl.sciencesocieties.org/publications/jeq/pdfs/41/6/1846"
"LI RU 2012 PLOS ONE","10.1371/JOURNAL.PONE.0051897","http://dx.plos.org/10.1371/journal.pone.0051897"
"ALLAN CATHERINE 2013 ITAL. J. AGRON.","10.4081/IJA.2013.E15","http://agronomy.it/index.php/agro/article/viewFile/506/493"
"KUMAR VIRENDER 2013 WEED TECHNOL.","10.1614/WT-D-12-00069.1","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0890037X00012847"
"OLIVER DP 2013 AUST. J. GRAPE WINE RES.","10.1111/AJGW.12016","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fajgw.12016"
"MARAIS MARIETTE 2013 KOEDOE","10.4102/KOEDOE.V55I1.1086","http://koedoe.co.za/index.php/koedoe/article/viewFile/1086/1447"
"RAMES EK 2013 AUSTRAL. PLANT PATHOL.","10.1007/S13313-013-0231-1","http://link.springer.com/content/pdf/10.1007/s13313-013-0231-1"
"PEPPER IANL 2013 CRIT. REV. ENVIRON. SCI. TECHNOL.","10.1080/10643389.2012.694330","http://www.tandfonline.com/doi/pdf/10.1080/10643389.2012.694330"
"AHAMADOU BOCAR 2013 NA","10.1007/978-94-007-4177-5\_15","http://link.springer.com/content/pdf/10.1007/978-94-007-4177-5_15"
"HUANG LI-FENG 2013 J. CHEM. ECOL.","10.1007/S10886-013-0244-9","http://link.springer.com/content/pdf/10.1007/s10886-013-0244-9"
"GRIFFITHS BRYANS 2013 FEMS MICROBIOL. REV.","10.1111/J.1574-6976.2012.00343.X","https://academic.oup.com/femsre/article/37/2/112/622548/Insights-into-the-resistance-and-resilience-of-the"
"CHOUDHURY BU 2013 J. INDIAN SOC. REMOTE SENS.","10.1007/S12524-011-0194-Z","http://link.springer.com/content/pdf/10.1007/s12524-011-0194-z"
"SHARMA RAVICHANDRA 2013 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2012.750335","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2012.750335"
"NUNEZ-ZOFIO M 2013 PHYTOPARASITICA","10.1007/S12600-012-0277-6","http://link.springer.com/content/pdf/10.1007/s12600-012-0277-6"
"LINDSEY ALEXANDERJ 2013 WEED TECHNOL.","10.1614/WT-D-12-00124.1","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0890037X0001304X"
"YIM BUNLONG 2013 PLANT SOIL","10.1007/S11104-012-1454-6","http://link.springer.com/content/pdf/10.1007/s11104-012-1454-6"
"GHIMIRE RAJAN 2013 RENEW. AGR. FOOD SYST.","10.1017/S1742170512000208","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S1742170512000208"
"WU H-S 2013 SOIL USE MANAGE.","10.1111/SUM.12029","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fsum.12029"
"YANG SHANG-DONG 2013 SUGAR TECH.","10.1007/S12355-012-0200-Y","http://link.springer.com/content/pdf/10.1007/s12355-012-0200-y"
"MUELLER MARENSTELLA 2013 PLOS ONE","10.1371/JOURNAL.PONE.0066200","http://dx.plos.org/10.1371/journal.pone.0066200"
"PRASANNA RADHA 2013 EXP. AGRIC.","10.1017/S001447971200107X","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S001447971200107X"
"JOHNSON PHILLIP 2013 AGRON. J.","10.2134/AGRONJ2012.0465","https://dl.sciencesocieties.org/publications/aj/pdfs/105/4/929"
"STIKA JONA 2013 J. SOIL WATER CONSERV.","10.2489/JSWC.68.4.99A","https://syndication.highwire.org/content/doi/10.2489/jswc.68.4.99A"
"JHA MN 2013 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2013.794821","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2013.794821"
"ZHANG YING 2013 ENVIRON. SCI. POLLUT. RES.","10.1007/S11356-012-1455-2","http://link.springer.com/content/pdf/10.1007/s11356-012-1455-2"
"KUMARI REETA 2013 J. APPL. PHYCOL.","10.1007/S10811-012-9933-Y","http://link.springer.com/content/pdf/10.1007/s10811-012-9933-y"
"KALRA ALOK 2013 RENEW. AGR. FOOD SYST.","10.1017/S1742170512000099","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S1742170512000099"
"KNIGHT A 2013 URBAN ECOSYST.","10.1007/S11252-013-0288-1","http://link.springer.com/content/pdf/10.1007/s11252-013-0288-1"
"JANG TAEIL 2013 IRRIG. SCI.","10.1007/S00271-013-0401-5","http://link.springer.com/content/pdf/10.1007/s00271-013-0401-5"
"ROUT MARNIEE 2013 AM. J. BOT.","10.3732/AJB.1300291","https://syndication.highwire.org/content/doi/10.3732/ajb.1300291"
"MOJID MA 2013 SOIL USE MANAGE.","10.1111/SUM.12056","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fsum.12056"
"CHOUDHARY KRISHNAKUMAR 2013 ARCH. AGRON. SOIL SCI.","10.1080/03650340.2012.713473","http://www.tandfonline.com/doi/pdf/10.1080/03650340.2012.713473"
"RASHID SHAHIDUR 2013 AGRIC. ECON.","10.1111/AGEC.12083","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fagec.12083"
"WARD PHILIPR 2013 BIOLOGIA","10.2478/S11756-013-0253-8","https://www.degruyter.com/view/j/biolog.2013.68.issue-6/s11756-013-0253-8/s11756-013-0253-8.pdf"
"RATHORE AVINASHCHANDRA 2013 AGROFOR. SYST.","10.1007/S10457-013-9646-5","http://link.springer.com/content/pdf/10.1007/s10457-013-9646-5"
"CINNADURAI CHINNAPPAN 2013 ANN. MICROBIOL.","10.1007/S13213-013-0600-6","http://link.springer.com/content/pdf/10.1007/s13213-013-0600-6"
"MASCIANDARO G 2013 REV. ENVIRON. SCI. BIO-TECHNOL.","10.1007/S11157-013-9313-3","http://link.springer.com/content/pdf/10.1007/s11157-013-9313-3"
"CHANDER GIRISH 2013 ARCH. AGRON. SOIL SCI.","10.1080/03650340.2012.761336","http://www.tandfonline.com/doi/pdf/10.1080/03650340.2012.761336"
"UMESH UN 2013 SUGAR TECH.","10.1007/S12355-013-0213-1","http://link.springer.com/content/pdf/10.1007/s12355-013-0213-1"
"KEDING GUDRUNB 2013 FOOD SECUR.","10.1007/S12571-013-0312-6","http://link.springer.com/content/pdf/10.1007/s12571-013-0312-6"
"SAHAY R 2013 SOIL USE MANAGE.","10.1111/SUM.12081","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fsum.12081"
"BELL MJ 2014 CROP PASTURE SCI.","10.1071/CP13340","http://www.publish.csiro.au/CP/pdf/CP13340"
"SHARMA RAVICHANDRA 2014 COMPOST SCI. UTIL.","10.1080/1065657X.2014.895456","http://www.tandfonline.com/doi/pdf/10.1080/1065657X.2014.895456"
"KARUNARATNE SB 2014 SOIL RES.","10.1071/SR13081","http://www.publish.csiro.au/SR/pdf/SR13081"
"MACDONALD CATRIONA 2014 BIOENGINEERED","10.4161/BIOE.25320","http://www.tandfonline.com/doi/pdf/10.4161/bioe.25320"
"EPELDE LUR 2014 INT. J. PHYTOREMEDIAT.","10.1080/15226514.2013.810578","http://www.tandfonline.com/doi/pdf/10.1080/15226514.2013.810578"
"WARING CHRIS 2014 NA","10.1007/978-3-319-04084-4\_23","http://link.springer.com/content/pdf/10.1007/978-3-319-04084-4_23"
"BENNETT JMCL 2014 SOIL RES.","10.1071/SR13118","http://www.publish.csiro.au/SR/pdf/SR13118"
"FANG HUA 2014 J. ENVIRON. SCI. HEALTH PART B-PESTIC. CONTAM. AGRIC. WASTES","10.1080/03601234.2014.911592","http://www.tandfonline.com/doi/pdf/10.1080/03601234.2014.911592"
"SHARMA SANDEEP 2014 J. PLANT NUTR.","10.1080/01904167.2014.890221","http://www.tandfonline.com/doi/pdf/10.1080/01904167.2014.890221"
"LITTLE KARENR 2014 CROP PASTURE SCI.","10.1071/CP13433","http://www.publish.csiro.au/CP/pdf/CP13433"
"ALAM MDKHAIRUL 2014 SCI. WORLD J.","10.1155/2014/437283","http://downloads.hindawi.com/journals/tswj/2014/437283.pdf"
"MOORE TL 2014 AUST. MAMMAL.","10.1071/AM13022","http://www.publish.csiro.au/AM/pdf/AM13022"
"EL-RAMADY HASSANR 2014 SUSTAIN. AGRIC. REV.","10.1007/978-3-319-06016-3\_11","http://link.springer.com/content/pdf/10.1007/978-3-319-06016-3_11"
"VELMOUROUGANE KULANDAIVELU 2014 NA","10.1007/978-3-319-05936-5\_8","http://link.springer.com/content/pdf/10.1007/978-3-319-05936-5_8"
"ROSENZWEIG NOAH 2014 NA","10.1007/978-3-319-05936-5\_13","http://link.springer.com/content/pdf/10.1007/978-3-319-05936-5_13"
"LEE SANGHUN 2014 BIOTECHNOL. AGRIC. FOR.","10.1007/978-3-642-55262-5\_10","http://link.springer.com/content/pdf/10.1007/978-3-642-55262-5_10"
"MASHELA PW 2014 ACTA AGRIC. SCAND. SECT. B-SOIL PLANT SCI.","10.1080/09064710.2014.885078","http://www.tandfonline.com/doi/pdf/10.1080/09064710.2014.885078"
"VERMA RAJESHKUMAR 2014 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2013.854803","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2013.854803"
"LI KEFENG 2014 ENVIRON. SCI. TECHNOL.","10.1021/ES4047395","http://pubs.acs.org/doi/pdf/10.1021/es4047395"
"KLOEKE AEELAINEVANOMMEN 2014 ENVIRON. TOXICOL. CHEM.","10.1002/ETC.2446","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fetc.2446"
"ZHAO JUN 2014 MICROB. ECOL.","10.1007/S00248-013-0322-0","http://link.springer.com/content/pdf/10.1007/s00248-013-0322-0"
"SINHA NISHANTK 2014 NATL. ACAD. SCI. LETT.-INDIA","10.1007/S40009-013-0194-3","http://link.springer.com/content/pdf/10.1007/s40009-013-0194-3"
"GALENDE MA 2014 WATER AIR SOIL POLLUT.","10.1007/S11270-013-1863-Z","http://link.springer.com/content/pdf/10.1007/s11270-013-1863-z"
"SUREKHA K 2014 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2013.872250","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2013.872250"
"TRIPATHI BINUMANI 2014 INDIAN J. MICROBIOL.","10.1007/S12088-013-0398-8","http://link.springer.com/content/pdf/10.1007/s12088-013-0398-8"
"EHRMANN JUERGEN 2014 PLANT SOIL","10.1007/S11104-013-1921-8","http://link.springer.com/content/pdf/10.1007/s11104-013-1921-8"
"REEVES J 2014 URBAN ECOSYST.","10.1007/S11252-013-0308-1","http://link.springer.com/content/pdf/10.1007/s11252-013-0308-1"
"OLSON KENNETHR 2014 SOIL SCI. SOC. AM. J.","10.2136/SSSAJ2013.09.0412","https://dl.sciencesocieties.org/publications/sssaj/pdfs/78/2/348"
"GARDEA-TORRESDEY JORGEL 2014 ENVIRON. SCI. TECHNOL.","10.1021/ES4050665","http://pubs.acs.org/doi/pdf/10.1021/es4050665"
"KIRMANI NAYARAFAQ 2014 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2013.874021","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2013.874021"
"JAIN PARAS 2014 ENVIRON. MONIT. ASSESS.","10.1007/S10661-013-3513-8","http://link.springer.com/content/pdf/10.1007/s10661-013-3513-8"
"SWARUPA V 2014 PLANTA","10.1007/S00425-013-2024-8","http://link.springer.com/content/pdf/10.1007/s00425-013-2024-8"
"FOLBERTH CHRISTIAN 2014 ENVIRON. RES. LETT.","10.1088/1748-9326/9/4/044004","http://stacks.iop.org/1748-9326/9/i=4/a=044004/pdf"
"PAUL JAI 2014 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2013.867051","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2013.867051"
"JAIPAUL ANILK 2014 AGROECOL. SUSTAIN. FOOD SYST.","10.1080/21683565.2013.870628","http://www.tandfonline.com/doi/pdf/10.1080/21683565.2013.870628"
"PRINTZ JEFFREYL 2014 J. SOIL WATER CONSERV.","10.2489/JSWC.69.3.73A","https://syndication.highwire.org/content/doi/10.2489/jswc.69.3.73A"
"LOUW SCHALKVDM 2014 S. AFR. J. SCI.","10.1590/SAJS.2014/A0064","http://www.sajs.co.za/sites/default/files/publications/pdf/Louw_News%20and%20Views.pdf"
"SHEN ZONGZHUAN 2014 PLOS ONE","10.1371/JOURNAL.PONE.0098420","http://dx.plos.org/10.1371/journal.pone.0098420"
"OSBORNE SHANNONL 2014 BIOENERGY RES.","10.1007/S12155-014-9413-0","http://link.springer.com/content/pdf/10.1007/s12155-014-9413-0"
"CHHOTARAY DEBASMITA 2014 ACTA PHYSIOL. PLANT.","10.1007/S11738-014-1527-7","http://link.springer.com/content/pdf/10.1007/s11738-014-1527-7"
"SBRANA CRISTIANA 2014 ELECTROPHORESIS","10.1002/ELPS.201300568","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Felps.201300568"
"KODAMA NAOMI 2014 PLOS ONE","10.1371/JOURNAL.PONE.0097986","http://dx.plos.org/10.1371/journal.pone.0097986"
"ZHANG WENWEN 2014 ENVIRON. SCI. POLLUT. RES.","10.1007/S11356-014-2844-5","http://link.springer.com/content/pdf/10.1007/s11356-014-2844-5"
"NEOGI S 2014 ENVIRON. MONIT. ASSESS.","10.1007/S10661-014-3693-X","http://link.springer.com/content/pdf/10.1007/s10661-014-3693-x"
"SANSCARTIER DAVID 2014 BIOFUELS BIOPROD. BIOREFINING","10.1002/BBB.1485","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fbbb.1485"
"KYSELKOVA MARTINA 2014 ENVIRON. MICROBIOL. REP.","10.1111/1758-2229.12131","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2F1758-2229.12131"
"EMER NR 2014 EURASIAN SOIL SCI.","10.1134/S106422931408002X","http://link.springer.com/content/pdf/10.1134/S106422931408002X"
"BEVIVINO ANNAMARIA 2014 PLOS ONE","10.1371/JOURNAL.PONE.0105515","http://dx.plos.org/10.1371/journal.pone.0105515"
"MISHRA AK 2014 SUGAR TECH.","10.1007/S12355-013-0269-Y","http://link.springer.com/content/pdf/10.1007/s12355-013-0269-y"
"GALENDE MARIAA 2014 ENVIRON. SCI. POLLUT. RES.","10.1007/S11356-014-2752-8","http://link.springer.com/content/pdf/10.1007/s11356-014-2752-8"
"HAZRA KK 2014 NUTR. CYCL. AGROECOSYST.","10.1007/S10705-014-9629-6","http://link.springer.com/content/pdf/10.1007/s10705-014-9629-6"
"MOK HOI-FEI 2014 IRRIG. SCI.","10.1007/S00271-014-0434-4","http://link.springer.com/content/pdf/10.1007/s00271-014-0434-4"
"KARLEN DL 2014 J. SOIL WATER CONSERV.","10.2489/JSWC.69.5.393","https://syndication.highwire.org/content/doi/10.2489/jswc.69.5.393"
"DU CHANGWEN 2014 AGRON. SUSTAIN. DEV.","10.1007/S13593-013-0201-6","http://link.springer.com/content/pdf/10.1007/s13593-013-0201-6"
"PROBER SUZANNEM 2014 PLANT SOIL","10.1007/S11104-014-2170-1","http://link.springer.com/content/pdf/10.1007/s11104-014-2170-1"
"CHENNAMANENI SRINIVASARAO 2014 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2014.912298","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2014.912298"
"JOLY PIERRE 2014 ECOTOXICOLOGY","10.1007/S10646-014-1304-9","http://link.springer.com/content/pdf/10.1007/s10646-014-1304-9"
"SINGH YP 2014 J. FOR. RES.","10.1007/S11676-014-0535-1","http://link.springer.com/content/pdf/10.1007/s11676-014-0535-1"
"MANYANGA MISIA 2014 AFR. J. ECOL.","10.1111/AJE.12153","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Faje.12153"
"GUO XIAOMING 2014 ECOTOXICOLOGY","10.1007/S10646-014-1319-2","http://link.springer.com/content/pdf/10.1007/s10646-014-1319-2"
"URBANEK EMILIA 2014 J. HYDROL. HYDROMECH.","10.2478/JOHH-2014-0034","https://www.degruyter.com/view/j/johh.2014.62.issue-4/johh-2014-0034/johh-2014-0034.pdf"
"GHABBOUR ELHAMA 2014 J. PLANT NUTR. SOIL SCI.","10.1002/JPLN.201400326","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fjpln.201400326"
"MALHOTRA JAYA 2015 ENVIRON. MONIT. ASSESS.","10.1007/S10661-014-4081-2","http://link.springer.com/content/pdf/10.1007/s10661-014-4081-2"
"PATEL DP 2015 EXP. AGRIC.","10.1017/S0014479714000167","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0014479714000167"
"IRIZAR A 2015 ARCH. ENVIRON. CONTAM. TOXICOL.","10.1007/S00244-014-0060-4","http://link.springer.com/content/pdf/10.1007/s00244-014-0060-4"
"LEHMAN RMICHAEL 2015 J. SOIL WATER CONSERV.","10.2489/JSWC.70.1.12A","https://syndication.highwire.org/content/doi/10.2489/jswc.70.1.12A"
"UPADHYAY SK 2015 PLANT BIOL.","10.1111/PLB.12173","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fplb.12173"
"DAMSMA KM 2015 SOIL RES.","10.1071/SR14147","http://www.publish.csiro.au/SR/pdf/SR14147"
"SRIVASTAVA AK 2015 J. PLANT NUTR.","10.1080/01904167.2014.944712","http://www.tandfonline.com/doi/pdf/10.1080/01904167.2014.944712"
"CRAWFORD MH 2015 SOIL RES.","10.1071/SR14216","http://www.publish.csiro.au/SR/pdf/SR14216"
"SWANEPOEL PA 2015 SOIL RES.","10.1071/SR14234","http://www.publish.csiro.au/SR/pdf/SR14234"
"FISHER JANE 2015 IOP CONF. SER. EARTH ENVIR. SCI.","10.1088/1755-1315/25/1/012003","http://stacks.iop.org/1755-1315/25/i=1/a=012003/pdf"
"SHEFFIELD K 2015 IOP CONF. SER. EARTH ENVIR. SCI.","10.1088/1755-1315/25/1/012013","http://stacks.iop.org/1755-1315/25/i=1/a=012013/pdf"
"LARKIN ROBERTP 2015 ANNU. REV. PHYTOPATHOL.","10.1146/ANNUREV-PHYTO-080614-120357","http://www.annualreviews.org/doi/pdf/10.1146/annurev-phyto-080614-120357"
"GROSE CJ 2015 SOIL RES.","10.1071/SR14193","http://www.publish.csiro.au/SR/pdf/SR14193"
"DESOUZA ROCHELI 2015 GENET. MOL. BIOL.","10.1590/S1415-475738420150053","http://www.scielo.br/pdf/gmb/v38n4/1415-4757-gmb-S1415-475738420150053.pdf"
"ETEBU EBIMIEOWEI 2015 SOIL BIOL.","10.1007/978-3-319-23075-7\_6","http://link.springer.com/content/pdf/10.1007/978-3-319-23075-7_6"
"OKOROGBONA ALFREDOGHODEM 2015 SUSTAIN. AGRIC. REV.","10.1007/978-3-319-16742-8\_4","http://link.springer.com/content/pdf/10.1007/978-3-319-16742-8_4"
"MOSLEHUDDIN ABUZOFARMD 2015 NA","10.1007/978-4-431-55411-0\_11","http://link.springer.com/content/pdf/10.1007/978-4-431-55411-0_11"
"KUMAR SANDEEP 2015 SUSTAIN. AGRIC. REV.","10.1007/978-3-319-16988-0\_3","http://link.springer.com/content/pdf/10.1007/978-3-319-16988-0_3"
"SHARMA RAVICHANDRA 2015 AGROECOL. SUSTAIN. FOOD SYST.","10.1080/21683565.2014.942764","http://www.tandfonline.com/doi/pdf/10.1080/21683565.2014.942764"
"SINGH RAKSHAPAL 2015 J. ESSENT. OIL BEAR. PLANTS.","10.1080/0972060X.2014.929043","http://www.tandfonline.com/doi/pdf/10.1080/0972060X.2014.929043"
"KANNAN P 2015 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2014.967859","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2014.967859"
"DIAS TERESA 2015 J. SCI. FOOD AGRIC.","10.1002/JSFA.6565","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fjsfa.6565"
"DOERING THOMASF 2015 J. SCI. FOOD AGRIC.","10.1002/JSFA.6539","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fjsfa.6539"
"MBAU SOLOMONKAMAU 2015 PLANT SOIL","10.1007/S11104-014-2305-4","http://link.springer.com/content/pdf/10.1007/s11104-014-2305-4"
"SHARMA ANJNEY 2015 GEOMICROBIOL. J.","10.1080/01490451.2014.938205","http://www.tandfonline.com/doi/pdf/10.1080/01490451.2014.938205"
"PAUDEL DIWAKAR 2015 GEOCARTO INT.","10.1080/10106049.2014.905639","http://www.tandfonline.com/doi/pdf/10.1080/10106049.2014.905639"
"WANI SUHASP 2015 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2014.988087","http://www.tandfonline.com/doi/pdf/10.1080/00103624.2014.988087"
